epoch,train_loss,val_loss
1,41.44686876722514,41.61421808035886
2,39.58000551810889,39.78635888032865
3,37.81601714438944,38.063211077776295
4,36.14496455211151,36.43373608838407
5,34.57199940251103,34.88837399739969
6,33.07917795865069,33.4272138295587
7,31.662561500387422,32.04457891196052
8,30.316387371235333,30.751663120811113
9,29.046922594721856,29.524270638235805
10,27.847841590351685,28.360994801722935
11,26.715531982510424,27.259968747056362
12,25.634626249813646,26.228433025554263
13,24.62653485458041,25.26741525981887
14,23.667304054313504,24.364128750856857
15,22.759289519613166,23.509375159614965
16,21.907421123106893,22.712084264209718
17,21.101828479004578,21.95492645089768
18,20.347440423989703,21.251514757250543
19,19.630339352634074,20.590408583681732
20,18.960138998954662,19.97968167901138
21,18.323987760574422,19.410194765298655
22,17.733837893206086,18.883814964549227
23,17.176869475951886,18.37608791924817
24,16.65153137113651,17.913019815617886
25,16.157340340357432,17.47601773477656
26,15.693260441070406,17.05666452468164
27,15.257183243644207,16.684900900800184
28,14.857006508865013,16.33688909349191
29,14.479850704639261,16.022565984888054
30,14.120352239713569,15.72392599809305
31,13.78779184164837,15.447175157478627
32,13.473154869279687,15.181683033610081
33,13.181697931374067,14.924888432749059
34,12.909798470887077,14.713750180623679
35,12.649275343965979,14.511138958298476
36,12.411661513308935,14.319244202164194
37,12.185395759078647,14.144667036361845
38,11.97420909766381,13.984121922544384
39,11.762231633847618,13.841534264053275
40,11.576877822181025,13.706094791565032
41,11.40261239226722,13.577533612228414
42,11.238780587077832,13.461536454075837
43,11.087376757672272,13.342221953380472
44,10.947801370960155,13.247361853763547
45,10.813252349394759,13.160323382900144
46,10.688990841849584,13.071210648360253
47,10.570335037086302,13.003080737872082
48,10.438755526558259,12.945433036729131
49,10.319489218802525,12.876715790579008
50,10.210488080438765,12.817110927250694
51,10.114599256874437,12.765707015173374
52,10.02423377838035,12.711943957255215
53,9.931285715247899,12.685969629462475
54,9.849808995876483,12.645451885479316
55,9.75085179828817,12.611214147984304
56,9.669894108919717,12.581684331846803
57,9.588546780851633,12.553370699051676
58,9.519755613259733,12.521065167778879
59,9.458661799482593,12.492543818750228
60,9.384946180886079,12.463246739148067
61,9.320791566485365,12.451369827484795
62,9.264708077702975,12.421890000121168
63,9.208575405892352,12.397781334600806
64,9.15354994986227,12.377808116197182
65,9.089056397461253,12.371828119739822
66,9.034930255902214,12.355928294385537
67,8.969031644672366,12.341109552661894
68,8.91572044116649,12.339695559255391
69,8.859725961744893,12.331483078595298
70,8.801502718541343,12.318903923187316
71,8.755817544022307,12.30209386738909
72,8.70822421234151,12.293765105497522
73,8.631157275407343,12.284004981038873
74,8.569255957842346,12.288741764101307
75,8.504376166227615,12.265154048339639
76,8.43773708819294,12.246659910295564
77,8.368435627701283,12.228454854392451
78,8.317302334400466,12.218926603632017
79,8.264870759573698,12.220854670852814
80,8.212976001921806,12.209384062490829
81,8.16213914917352,12.203931903665865
82,8.122287713877888,12.199861420036946
83,8.077321724560587,12.199148059275513
84,8.021469912375705,12.188682726614806
85,7.98828688392306,12.176739655283148
86,7.955659476244201,12.174445991199093
87,7.9130034609084365,12.183383389813454
88,7.874259308229167,12.172789188526098
89,7.842207900570599,12.171973614616904
90,7.810340464540642,12.16244143964447
91,7.771895050495265,12.151815044687954
92,7.740720522709338,12.15089903352485
93,7.691024542294163,12.139798314860183
94,7.649995371776843,12.135237980791182
95,7.624167868786446,12.125012456060391
96,7.554003031923808,12.11906867116375
97,7.509955964695997,12.121734588709534
98,7.4941790018038175,12.11579493875139
99,7.431441569500437,12.1270983932197
100,7.386415951249106,12.126259718512065
101,7.3299185761238554,12.135024036638738
102,7.290913908005158,12.13401489920062
103,7.2665384247271625,12.128884686916692
104,7.21467551091977,12.121149511135652
105,7.190908583340206,12.12184883452327
106,7.175896961784272,12.118560859201027
107,7.147814630142911,12.116154959894276
108,7.1145846552032035,12.10835075078696
109,7.0618170639250675,12.103929661316755
110,7.035499243056768,12.098030260236259
111,6.99372082381216,12.096052960431114
112,6.966058001810391,12.09300600148532
113,6.946038479955189,12.092547871381676
114,6.886322681586994,12.10780942719926
115,6.869915243484062,12.102611335614984
116,6.849418041217715,12.095201676242976
117,6.8340113006637795,12.096930920777568
118,6.808514344908732,12.092417857022285
119,6.781737129884692,12.102449186009258
120,6.741571002346746,12.095966700942428
121,6.723010855884122,12.095182176949756
122,6.688447738668447,12.096196006366306
123,6.659965470987094,12.091007843505452
124,6.64364595918568,12.084673622577347
125,6.626835052650744,12.081878062891652
126,6.597049588330551,12.089258167581264
127,6.547282477073115,12.080360073534658
128,6.5242354680349885,12.081130727000795
129,6.512273917029361,12.0782158642826
130,6.468296276339614,12.084108827842535
131,6.418912936547892,12.080293727610673
132,6.373197128586277,12.085207698320941
133,6.32568766783077,12.090907106838754
134,6.3080151979091275,12.085515610608232
135,6.280149833981019,12.084814675395817
136,6.249623943896132,12.083270855043644
137,6.225582707390625,12.079490555039245
138,6.210148071987369,12.075369542319219
139,6.197348297142598,12.071672751711219
140,6.152687749264015,12.067649185068865
141,6.125343465824637,12.070901866022227
142,6.106039978999903,12.072665536794622
143,6.06970086837735,12.07164976004548
144,6.026316642549424,12.07419406241809
145,6.014125968871481,12.073382610222701
146,5.994162572526043,12.070643695572578
147,5.972254787302827,12.06649614253842
148,5.945480957490767,12.065146184518726
149,5.934477556782053,12.059840358491524
150,5.899560206188765,12.059371808886542
151,5.883174980469702,12.054243725584188
152,5.868897154218995,12.04835427051273
153,5.855163100808444,12.04617360502503
154,5.844099276744679,12.045975395704337
155,5.828502134530111,12.044685845219046
156,5.814719135876828,12.037750334711754
157,5.801956538119855,12.035351640760965
158,5.773616061001608,12.047683521537035
159,5.749128224935481,12.043248882953842
160,5.7358511113978565,12.037119221037774
161,5.716581780944657,12.037424366912969
162,5.695485059220231,12.041344615894763
163,5.683355096901487,12.04140633228116
164,5.659060608035562,12.040339606233605
165,5.647463345375635,12.039512758459896
166,5.6355877203213565,12.04031717390438
167,5.618557054663407,12.041626724204407
168,5.575621665421191,12.061443528659842
169,5.561852377690062,12.06379660087227
170,5.532593834725974,12.067061675554859
171,5.516125677446861,12.063026266264448
172,5.489379019244825,12.058215018015858
173,5.476753945159707,12.052898484851005
174,5.454500089274055,12.053182474332964
175,5.4341432127371965,12.048015575286508
176,5.411390490766555,12.051237962081586
177,5.380702287882097,12.056055714641706
178,5.3667732418073255,12.050333791042046
179,5.355571003221424,12.047278912603609
180,5.342040966106103,12.045820217085517
181,5.323767104879159,12.042212691561279
182,5.306837727019881,12.047166236124076
183,5.286925785883355,12.044513583869714
184,5.269697101488067,12.040665171056245
185,5.2564258649169435,12.037250604709193
186,5.227507022545232,12.035451518281459
187,5.213199005274214,12.043978501486377
188,5.200171742477564,12.045116121462724
189,5.179064867760511,12.044631548221602
190,5.161603156021885,12.042778927228433
191,5.133849332424556,12.0458224116549
192,5.121837612260669,12.04839541398936
193,5.096238359510395,12.049993823362959
194,5.076744170034294,12.049260089852837
195,5.054849610814229,12.044404116309856
196,5.036727528989175,12.046208467799845
197,5.026697606087697,12.046739795213185
198,5.016211304145484,12.045537891045061
199,4.996472140633251,12.045013781729242
200,4.9862528990253665,12.04463442310787
